code,name,article_date,article_url,article_title,blog_price,blog_pbr,blog_per,blog_yield,category,judgement,yutai,shareholder_return,price,per,pbr,yield,comment,per_avg_1y,per_avg_2y,per_vs_1y,per_pctl_2y,per_min_2y,per_max_2y
1786,オリエンタル白石,2024-08-06,https://boutetsuya.livedoor.blog/archives/25230146.html,1786オリエンタル白石 2024,310.0,0.82,11.7,4.68,分散枠,,なし,配当性向50% 総還元性向70%,347.0,13.249331,0.8494971,4.2,増資発表で急落から400円まで上昇。 下落に転じ350円では止まらず、下髭は290円まで伸び 底はこのあたりが意識されそう。上はしばらく400円。,14.78339216532541,14.2487506243572,-10.376922618095497,10.266940451745379,12.027490677233429,16.43041719776648
1808,長谷工コーポレーション,2024-08-07,https://boutetsuya.livedoor.blog/archives/25237709.html,1808長谷工コーポレーション 2024,1702.0,0.91,8.8,4.99,監視銘柄,,100株 価値なし,５期合計純利益に対し総還元性向40% 配当下限80円,2769.0,13.533063,1.2869164,3.67,下落相場の中株価は粘っているが、 PER７の1400円までは普通に下落の可能性を見ている。 業績は利益がついてきておらず、2000円が当分の天井か。,13.64287865186878,11.480519474204995,-0.8049302106321821,73.1006160164271,7.76288621016236,16.80543871944539
1812,鹿島建設,2025-07-26,https://boutetsuya.livedoor.blog/archives/28175210.html,1812鹿島建設 2025,3758.0,1.39,13.4,2.98,監視銘柄,,なし,配当性向40%,4868.0,12.813561,1.6403391,2.98,業績好調につき株価も割高圏で推移。 勢いで4000円超すかもしれないが、その先は未知数。 下は3200円からは堅くなり、2500円が鉄壁ライン。,14.713068803950366,11.240481228882961,-12.910344057117163,60.57494866529775,6.255961603563219,19.95746740238999
1828,田辺工業,2026-08-02,https://boutetsuya.livedoor.blog/archives/30549778.html,1828田辺工業 2026,2280.0,0.86,8.9,4.39,分散枠,妥当,100株 クオカード1000円,配当性向35～40%,2371.0,7.2077823,0.89573944,4.26,業績やPERからみるとやや割高も利回り的にはやや割安。 現在2200円のラインに支えられているが、 下は利回り5%ラインの2000円まであり。 上は2500円が少し重く、上方修正なしに3000円は厳しい。,7.384413359131155,6.445938434674404,-2.391944363633758,70.63655030800821,4.202519580494251,8.617047776309454
1847,イチケン,2022-11-01,https://boutetsuya.livedoor.blog/archives/16381029.html,1847イチケン 2022,1788.0,,,5.59,値上がり目的,,なし,,3480.0,7.8848987,1.2322532,4.57,,5.408746407175428,4.150426669287784,45.780521148849274,99.7946611909651,2.4996061741251907,7.8848987
1870,矢作建設工業,2025-07-31,https://boutetsuya.livedoor.blog/archives/28206083.html,1870矢作建設工業 2025,1965.0,1.23,12.8,4.58,監視銘柄,,なし,DOE5%以上 累進配当,2035.0,10.348861,1.1572514,5.39,DOE導入によりPER底上げ。 配当性向高いが、累進配当で業績好調で今の株価は妥当。 下は1750円は堅く、上は利回り４％ラインの2250円あたり。,10.680039741383947,9.051419919144513,-3.1009130059756917,63.65503080082136,5.622796799930777,12.535788172649172
1879,新日本建設,2026-08-03,https://boutetsuya.livedoor.blog/archives/30557051.html,1879新日本建設 2026,2112.0,0.91,7.1,3.79,監視銘柄,妥当,価値なし,安定配当,2248.0,8.635526,0.97081506,3.47,１年かけ大きく株価を上げたが、PERは変わらず株価は妥当。 下は1850円くらいから固く、上は2500円まで。 期初予想強気で、四半期ごとの進捗に注意。,7.603970859581726,6.693971828298944,13.566005965401828,96.71457905544148,5.053102562504561,8.877535847864769
187A,サムティホールディングス,2024-08-16,https://boutetsuya.livedoor.blog/archives/25318403.html,187Aサムティホールディングス 2024,2624.0,1.35,12.2,3.31,値上がり＆優待目的,,200株 自社ホテル一泊,実績に裏付けられた利益還元,,,,,業績良好ゆえに10年規模のきれいな上昇トレンド。 先日の下げも下髭で一瞬で戻し再びトレンドラインへ。 下は2400あたりで上は3000円突破を目指す。,,,,,,
1911,住友林業,2025-08-06,https://boutetsuya.livedoor.blog/archives/28242092.html,1911住友林業 2024,1680.0,1.18,8.4,3.62,監視銘柄,,なし,配当性向30%,1345.0,9.6881075,0.6639392,3.74,一昨年、昨年と大きく成長した株価は大きく調整。 半値まで落ちた株価はさすがに反転して上昇中。 下は1500円あたりが堅くなりそうで、 一旦の天井は2000円。超えれば前回高値の2430円まで。,10.845675751987223,11.195965093955634,-10.67308555462877,17.453798767967147,8.60993202288841,16.283553207687884
1925,大和ハウス工業,2025-08-07,https://boutetsuya.livedoor.blog/archives/28245245.html,1925大和ハウス工業 2025,5139.0,1.22,11.6,3.31,監視銘柄,,100株 自社優待券2000 or 4000円分（３年）,配当性向35% 配当下限130円,4610.0,8.140992,0.98130536,2.02,現在の株価は妥当な位置。ただし直近高値に迫っており、 超えるか調整するかは微妙なところ。 下は4500円、高値を超えれば6000円まであり。,8.77598582101857,8.450293880554003,-7.235583944287538,34.29158110882957,7.209025234378389,9.883458393200922
1926,ライト工業,2025-08-08,https://boutetsuya.livedoor.blog/archives/28250519.html,1926ライト工業 2025,3235.0,1.61,14.8,3.31,監視銘柄,,なし,配当性向50%以上 DOE6%以上,3735.0,12.950314,1.8157996,1.4,レンジ相場を抜け、配当性向の変更を機に大きく上昇。 さすがに今は高値圏であり、天井は近そう。 下に振れれば2900円、抜ければ2500円あたりまで。,12.480759377870992,10.276068365009333,3.7622279855947793,74.94866529774127,6.6188639930902005,14.69863720279739
1928,積水ハウス,2025-08-09,https://boutetsuya.livedoor.blog/archives/28253890.html,1928積水ハウス 2025,3566.0,1.14,9.3,4.34,分散枠,,1000株 米５kg,配当性向40% 配当下限110円,3422.0,8.627906,1.0271381,4.26,4000円が天井となり3000円まで下落。 配当も高く、下の壁は3000円が鉄壁となりそう。 通期予想通りに進めば割安であり、高値突破も十分。,8.451521056531154,8.297530474358988,2.0870201031155,74.74332648870636,7.110316711334745,9.563932510522873
1939,四電工,2026-08-04,https://boutetsuya.livedoor.blog/archives/30560059.html,1939四電工 2026,2057.0,1.38,14.8,4.08,監視銘柄,やや割安,なし,配当性向60%かつDOE5%,2090.0,13.187784,1.4014045,4.04,PERでは高値圏推移も、配当性向切り上げにより評価も切り上げ。 この業績で利回り4%付近はやや割安。 下は1800円が堅そうで、上に抜ければ青天井。 一旦の天井は利回り3%の2800円あたりと予想。,10.740619242899285,9.351356663406788,22.784205470448615,98.97330595482546,6.601389680632289,13.452801668899522
1942,関電工,2026-08-05,https://boutetsuya.livedoor.blog/archives/30568347.html,1942関電工 2026,5684.0,2.93,17.4,2.29,監視銘柄,やや割高,なし（毎年カレンダーが届く）,配当性向40%目安,5422.0,17.378763,2.799281,2.45,高値圏で推移した株価は大きく月足陰線を引き調整。 下は5000円が機能しているが、4000円まであり。 上は6500円ほどまで、上方修正でも7000円突破は厳しそう。,17.4757151728477,12.775461073153645,-0.554782290102418,71.04722792607802,5.61408394680015,23.545627627812614
1949,住友電設,2025-08-14,https://boutetsuya.livedoor.blog/archives/28286521.html,1949住友電設 2025,7100.0,2.21,19.2,2.2,監視銘柄,,なし,配当性向50%,,,,,割高圏内にあるも、建設はテーマ株で上は未知数。 下に振れれば4000円まであり。,,,,,,
1951,エクシオグループ,2025-08-16,https://boutetsuya.livedoor.blog/archives/28293222.html,1951エクシオグループ 2025,2150.0,1.4,14.7,3.07,監視銘柄,,なし,DOE４％の配当,2632.0,17.431618,1.5594949,3.1,業績好調で年初来高値を更新中。 PER16付近は天井であり、2300円あたりが天井予想。 下は1800円から下は堅そう。,16.842538448695773,13.876170394215166,3.4975698770029817,74.53798767967146,9.224825791612991,19.815881860182373
1952,新日本空調,2026-08-06,https://boutetsuya.livedoor.blog/archives/30579863.html,1952新日本空調 2026,3485.0,1.92,12.4,3.44,監視銘柄,妥当,300株 カタログ3000円分 クオカード2000円（２年）,配当下限DOE5% 塁審配当,3045.0,11.392974,1.7089086,3.97,PER、利回りともに適正水準。 下は2800円あたりまで。 上は4000円が節目、超えても4500円までか。,12.351572186666951,9.691492117397623,-7.760940649334669,63.860369609856264,5.424762132986887,15.67378328059383
1969,高砂熱学工業,2026-08-08,https://boutetsuya.livedoor.blog/archives/30590328.html,1969高砂熱学工業 2026,4114.0,2.6,13.5,2.99,監視銘柄,妥当,なし,配当性向40% 累進配当,4135.0,14.472717,2.6149685,3.08,利回り、PER両面で妥当な位置。 下は3500円から堅くなりそうで、上は5000円が大きい壁。 一瞬超えてもまだすぐに戻されそうなライン。,15.76466486042625,12.911766725677733,-8.195212977025623,54.00410677618069,7.829701991158212,19.578240816466707
1980,ダイダン,2026-08-09,https://boutetsuya.livedoor.blog/archives/30599592.html,1980ダイダン 2026,2511.0,2.49,11.9,3.39,監視銘柄,やや割安,なし,配当性向40%以上かつDOE4.8%下限,2628.0,12.674222,2.610551,3.39,指標だけ見れば妥当な位置だが、業績がぶっ壊れ中。 いずれ高い確率で来る上方修正を考えれば、 2250円あたりが堅く、下げても2000円まで。 上は3500円のラインがしばらく天井となりそう。,12.161394698100478,8.924709965508022,4.216846131797869,77.61806981519507,4.200274797773341,17.34979684231414
2003,日東富士製粉,2025-08-22,https://boutetsuya.livedoor.blog/archives/28330256.html,2003日東富士製粉 2025,7180.0,1.34,15.6,3.9,監視銘柄,,なし,配当性向40%以上 累進配当,1775.0,19.454187,1.3116863,3.94,大幅増配による利回りの高さで割高圏内を推移。 今期も業績は微妙で8000円超えは厳しそう。 下は配当に守られ6300円ほどまで。一時的には6000円貫通も。,19.09768035448773,18.499593223079646,1.8667536522491757,86.85831622176592,16.361445152414518,20.824200169014087
208A,構造計画ホールディングス,2026-08-10,https://boutetsuya.livedoor.blog/archives/30605544.html,208A構造計画ホールディングス 2026,3085.0,2.84,12.7,3.57,監視銘柄,妥当,なし,DOE10%目安,2990.0,13.3685055,2.9676917,2.92,大きく上下した株価は次第に落ち着いていきそう。 下は2700円から堅く、最悪2500円まで。 上は3400円以上は重くなりそうで、それ以上は上方修正が必要か。,13.340715729900001,11.485473052747134,0.2083079398634835,78.4394250513347,8.18753884878193,15.263608039975985
2114,フジ日本,2026-08-11,https://boutetsuya.livedoor.blog/archives/30609417.html,2114フジ日本 2026,633.0,1.17,13.0,3.0,分散枠,やや割安,100株 クオカード500円,DOE3.5%以上,634.0,10.097149,1.1698972,3.0,指標だけ見れば妥当の評価。 しかし機能性素材の成長を考えればやや割安といえる。 下は600円から堅く、最悪550円まで。 上は700円天井も、上方修正次第で突破＆青天井の可能性も。,9.46335555699403,8.719594952854107,6.697343655629173,90.14373716632443,7.592403400517846,10.621020956633656
2153,Ｅ・Ｊホールディングス,2025-08-25,https://boutetsuya.livedoor.blog/archives/28350998.html,2153Ｅ・Ｊホールディングス 2025,1831.0,0.97,9.8,3.77,分散枠,,なし,DOE3% 累進配当,1739.0,8.522421,0.7763112,4.13,増資発表も株価はもどしており市場に許された感。 現在は割高圏内であり、2000円超えは微妙なところ。 下は1600円あたりで止まりそう。,8.261712367459143,7.910465185739677,3.155624656792977,84.18891170431212,6.689614070248832,9.239784647061454
2157,コシダカホールディングス,2025-08-26,https://boutetsuya.livedoor.blog/archives/28358585.html,2157コシダカホールディングス 2024,1404.0,3.28,15.4,1.71,準主力,,100株 自社優待券2000円 or 4000円（３年以上）,継続的な配当,1021.0,15.236531,2.1690638,2.75,安すぎた株価がやっと適正な水準へという感じ。 1400円の過去高値は通過点。 業績や配当の伸びとともにゆるやかに伸びていきそう。 下は1200円まで。,17.01953247165799,16.45968107902547,-10.476207114544167,31.416837782340863,12.637613023911372,21.901966810609522
2163,アルトナー,2022-11-23,https://boutetsuya.livedoor.blog/archives/16691103.html,2163アルトナー 2022,1001.0,,,3.9,監視銘柄,,なし,,981.0,16.568148,4.052731,6.66,,15.952404523277162,15.15051525079438,3.8598787776749743,94.45585215605749,12.165716312834482,17.71834685956912
2169,ＣＤＳ,2024-09-10,https://boutetsuya.livedoor.blog/archives/25541074.html,2169ＣＤＳ 2023,1819.0,1.45,12.8,4.29,監視銘柄,,なし,安定配当,1713.0,25.60921,1.3170246,4.31,下1600円、上2000円のレンジ内におり、現在の1800円は中間地点。 近い目線では業績の伸び vs 記念配剥落リスクといった感じ。 減益と記念配剥落が重なれば1600円割れも。,26.115467490458677,25.60344066762879,-1.9385350487929776,55.03080082135524,23.834514910613603,26.929558604694286
2185,シイエム・シイ,2025-08-27,https://boutetsuya.livedoor.blog/archives/28365358.html,2185シイエム・シイ 2024,1735.0,1.09,12.1,3.0,監視銘柄,,100株 カタログ3000円相当,安定的に継続的な増配を目指す,1900.0,9.523809,1.0575002,2.89,業績悪化も株主優待新設で切り返し。 PER推移は今後底上げ。 1550円あたりを底とし、1900円までのボックス相場を予想。,8.862754271319616,7.9053892237075845,7.458795634440585,96.09856262833677,5.42924358747398,9.685606918536891
2292,エスフーズ,2022-11-24,https://boutetsuya.livedoor.blog/archives/16700362.html,2292エスフーズ 2022,2962.0,,,2.63,監視銘柄,,500株 3000円相当の自社商品,,2737.0,9.38132,0.66274554,4.05,,9.458751729750537,9.024626018982104,-0.8186252474202349,78.64476386036962,7.514840370037621,11.03684705882353
2325,ＮＪＳ,2022-11-28,https://boutetsuya.livedoor.blog/archives/16756016.html,2325ＮＪＳ 2022,2089.0,,,3.35,監視銘柄,,なし,,4600.0,20.048815,1.4493415,2.45,,21.631681285389483,19.840575587378805,-7.317352102716979,50.71868583162218,13.376194261413309,28.47288406863324
2332,クエスト,2025-08-30,https://boutetsuya.livedoor.blog/archives/28383484.html,2332クエスト 2025,1500.0,1.14,9.6,3.67,監視銘柄,,なし,配当性向35%以上、DOE4%以上,1771.0,11.625312,1.2176433,3.5,株価はボックス圏を抜け上を目指し始めた形。 今の水準はまだ割安圏内。 今期は売上も伸びる予想で、業績次第で1800円くらいまで。 下は1300円が堅くなりつつある様子。,10.65482131488108,9.448960380194576,9.108465139283762,91.78644763860369,7.268505162295754,13.332020706945228
2374,セントケア・ホールディングス,2025-08-31,https://boutetsuya.livedoor.blog/archives/28390422.html,2374セントケア・ホールディングス 2025,792.0,1.17,14.6,3.91,分散枠,,100株 500円 or 1500円クオカード（３年以上）,配当性向40%以上,,,,,先行投資で利益が落ちているためPERは割高だが まぁ妥当な位置といったところ。 しばらくは700～900円のレンジを予想。,,,,,,
2480,システム・ロケーション,2024-09-13,https://boutetsuya.livedoor.blog/archives/25567488.html,2480システム・ロケーション 2024,1352.0,1.33,12.2,2.81,分散枠,,なし,業績に応じた還元,1730.0,20.54632,1.494878,2.23,現株価は激安ではないがまぁまぁの安値圏。 会社としては上場維持のため株価はもう少し上げたいはず。 と考えると、今のあたりが底値付近で、 1500円くらいまで上げそうな配当など何かありそう。,19.656660207602837,17.47803880106287,4.525996700360424,99.38398357289527,12.051414351178648,21.092638335260116
2498,オリエンタルコンサルタンツホールディングス,2025-09-03,https://boutetsuya.livedoor.blog/archives/28405653.html,2498オリエンタルコンサルタンツホールディングス 2024,7040.0,1.54,12.0,3.12,監視銘柄,,100株 クオカード500円（１年）,業績に応じた還元,3240.0,8.772643,1.2626534,3.88,低すぎた配当性向が40%ほどとなり株価は１ランク上の世界へ。 株価は大きく上げてきて従来のPER天井にあるが、 業績や配当性向を考えると若干の割高圏内という感じ。 上はまだ未知数。下は5500円ほどまで。,8.413581368315016,7.292587828044237,4.267643182690151,92.60780287474333,3.913416255506841,9.21088447737653
2602,日清オイリオグループ,2025-09-04,https://boutetsuya.livedoor.blog/archives/28415247.html,2602日清オイリオグループ 2025,5300.0,0.84,6.1,3.4,監視銘柄,,100株 自社製品1500円相当,配当性向40%,1960.0,7.7031913,0.8457856,3.11,土地売却益発生によりPERは大きく下げるも 実質的PERは妥当な位置であり、利回りで見ても 株価は妥当な位置といったところ。 上は5500円が重そうで、下は4500円までのレンジを予想。,7.045833991305082,6.650766702432664,9.329730298870675,97.5359342915811,5.668544408182286,7.887910683214286
2652,まんだらけ,2022-12-04,https://boutetsuya.livedoor.blog/archives/16856995.html,2652まんだらけ 2022,913.0,,,0.11,優待目的,,100株 2000円 or 5000円の自社優待券（１年以上）,,480.0,10.849909,5.1516514,0.22,,8.057480514777055,8.073886573651684,34.656347975049506,99.58932238193019,6.196297282684199,10.992095797008389
2676,高千穂交易,2024-09-16,https://boutetsuya.livedoor.blog/archives/25597076.html,2676高千穂交易 2024,3870.0,2.19,24.1,4.13,監視銘柄,,300株 お米券10枚,ROE３期平均8%達成までは配当性向100%,2061.0,inf,2.2933533,3.7,配当性向100%となってからPERは高めで推移。 ROE平均8%達成見込みのため、株価は減配するかしないかが重要。 それを考えると、上への期待値はあまりなさそうな感じで、 減配した時は減配以上に下へ掘りそう。現時点では予測困難。,,,,,,
2730,エディオン,2025-09-05,https://boutetsuya.livedoor.blog/archives/28421199.html,2730エディオン 2025,2074.0,0.98,15.1,2.27,分散枠,,100株 自社優待券3000円～6000円（～３年以上）,配当性向30%以上の安定配当,2503.0,17.159115,1.103473,1.98,優待拡充で切り上がった株価やPERはこの辺りが妥当な位置。 2000円を目途に上下に200円くらいのレンジとなりそう。,14.833533374565794,13.607378865504185,15.67786694316371,97.1252566735113,11.398873036431235,18.283403797443068
2733,あらた,2025-09-09,https://boutetsuya.livedoor.blog/archives/28447968.html,2733あらた 2025,3145.0,0.89,9.0,3.56,分散枠,,100株 クオカード1000円（年２回）,配当性向30%,2569.0,8.487231,0.695735,4.37,業績奮わず株価は3000-3500のレンジ相場に。 売上は上がっており、利益もついてくれば高値突破も。 下は3000円が鉄壁、上抜ければ5000円まであり。,9.453398452587923,9.782665949610525,-10.220318729117238,7.392197125256674,7.86943722927209,11.52545048023991
